,0
10115,Kenneth H. Blanchard
19880,Kenneth James Dover
18062,Kenneth Jarrett Singleton
9245,Kenneth L. Fisher
19108,Kenneth L. Gentry Jr.
17368,Kenneth Oppel
5060,Kenneth P. Neat
1997,Kenneth Patchen
15701,Kenneth R. MacKenzie
21941,Kenneth Rexroth
2461,Kenneth Roberts
16029,Kenneth Turan
10037,Kenneth Williams
16147,Kenneth Woodward
12005,Kennilworthy Whisp
23659,Kenny Jose
17894,Kenol Policard
11241,Kent  Whitaker
17854,Kent Haruf
9685,Kent Holloway
13330,Kent Nerburn
25717,Kent Zimmerman
756,Kentaro Miura
12325,Kentaro Yabuki
27918,Kenya Hunt
10916,Kenyon Farrow
10130,Kenzaburō Ōe
17998,Ker Dukey
19776,Kerascoët
10031,Kerem Ergener
4916,Keri Arthur
14653,Keri Lake
4943,Keri Smith
8709,Kerim Çetinoğlu
28237,Kermit Pattison
9591,Kermit Roosevelt III
24790,Kermit the Frog
6255,Keron Grant
5594,Kerrelyn Sparks
22395,Kerri A. Pierce
27384,Kerri Maher
28199,Kerri Maniscalco
26075,Kerri Robinson
27584,Kerri Turner
26926,Kerri Williams
27969,Kerry Anne King
1186,Kerry Cohen
5260,Kerry Connor
22302,Kerry E.B. Black
4629,Kerry G.S. Lipp
23089,Kerry Heavens
25045,Kerry Lonsdale
3177,Kerry McGinnis
25950,Kerry Nietz
8572,Kerry Patterson
27254,Kerry Winfrey
26962,Kersti Juva
12362,Kerstin Ekman
1423,Kerstin Gier
19800,Kerstin Hornung
24252,Kerstin Ketteman
15103,Kerstin Winter
22842,Kert Masters
8742,Keshava Rao B.S.
14179,Keshia Swaim
24545,Kesho Scott
27169,Kester Grant
25124,Ketki Shah
6901,Keu Cha
11821,Kev Walker
9430,Kevin    Wilson
14546,Kevin  Lewis
10594,Kevin Alan Milne
9617,Kevin Andrew Murphy
27425,Kevin Anka
22846,Kevin B. DiBacco
16936,Kevin B. MacDonald
26602,Kevin Barry
25434,Kevin Bleyer
11221,Kevin Brockmeier
1962,Kevin Brooks
27391,Kevin Carr O'Leary
1844,Kevin Colden
25368,Kevin Cornell
5038,Kevin Crossley-Holland
5989,Kevin Cullen
5602,Kevin D. Mitnick
18029,Kevin Dedmon
10942,Kevin E. Taylor
8771,Kevin Eden
18669,Kevin Fagan
9418,Kevin Fall
13884,Kevin G. Boyle
15195,Kevin G. Harney
17400,Kevin Grevioux
2636,Kevin Grigg
19037,Kevin Hawkes
13029,Kevin Hearne
13276,Kevin Henkes
24764,Kevin Hood
1301,Kevin J. Anderson
17409,Kevin Klix
14320,Kevin Kwan
19967,Kevin L. Donihe
18426,Kevin Lane Keller
8488,Kevin Leman
6363,Kevin M. Sullivan
24494,Kevin Malarkey
20490,Kevin McIlvoy
13478,Kevin Meath
6763,Kevin Moffett
9594,Kevin O'Malley
3831,Kevin O'Neill
4822,Kevin Oxland
27374,Kevin Panetta
25896,Kevin Patterson
14723,Kevin Postupack
4581,Kevin Poulsen
26684,Kevin R. Free
24289,Kevin Ryan
20886,Kevin Shea
17125,Kevin Sites
17381,Kevin Smith
12438,Kevin Starr
8855,Kevin Swanson
15067,Kevin Sylvester
25824,Kevin Trudeau
18799,Kevin Volans
10474,Kevin Weakley
8225,Kevin Wells
27249,Kevin Wignall
22126,Kevin Wiliarty
19129,Kevin Williamson
16833,Kevin Wright
27149,Kevin van Whye
18065,Kevis Hendrickson
11384,Khairi Rumantati
26701,Khairul Ammar
2309,Khaled Hosseini
12102,Khalia N. Hades
11074,Khalid Baig
7653,Khoi Pham
23871,Khris Reaves
21951,Khushwant Singh
24402,Khwaja Tariq Mahmood
1813,Ki Longfellow
9098,Ki-Woon Ryu
27924,Kia Abdullah
21685,Kia Carrington-Russell
2730,Kickers Arsyad
23729,Kien Nguyen
1411,Kiera Cass
22104,Kiera Dellacroix
1648,Kieran Scott
9054,Kiernan Kelly
18342,Kieron Gillen
4420,Kiersten White
27815,Kiese Laymon
8745,Kiharu Nakamura
17007,Kij Johnson
15677,Kiki Swinson
28450,Kiku Hughes
28550,Kiley Reid
28298,Kiley Roache
17103,Killarney Traynor
19376,Kilt Kilpatrick
7366,Kim   Thompson
27525,Kim  Johnson
9101,Kim  Scott
11218,Kim Addonizio
25224,Kim Alan
9624,Kim Barnes
25714,Kim Carlsberg
20877,Kim Carpenter
19161,Kim Cooper
16388,Kim Cormack
16513,Kim Culbertson
18256,Kim Dare
17130,Kim Doner
23017,Kim Edwards
6502,Kim Fielding
2871,Kim Gamble
28682,Kim Ghattas
11795,Kim Gordon
15224,Kim Gruenenfelder
16687,Kim Harrington
8964,Kim Harrison
8889,Kim Hiorthøy
8851,Kim Holden
20693,Kim Jacinto
12402,Kim John Payne
7290,Kim Jones
28295,Kim Liggett
13856,Kim Mai Guest
13905,Kim McGillivray
17872,Kim McMillen
13754,Kim Moelands
6521,Kim Newman
16694,Kim Richardson
20516,Kim Sheard
21322,Kim Slater
28750,Kim Smejkal
2984,Kim Stanley Robinson
5827,Kim Strattford
11178,Kim Vogel Sawyer
2868,Kim Wilkins
2110,Kim Woodburn
7463,Kimber  Lee
25652,Kimber S. Dawn
3865,Kimberla Lawson Roby
5418,Kimberley Chambers
10995,Kimberley Freeman
1990,Kimberley Griffiths Little
14171,Kimberley Long-Ewing
17266,Kimberley Mast
14975,Kimberly Ann Coe
27645,Kimberly Belle
10151,Kimberly Brouillette
8187,Kimberly Brubaker Bradley
19115,Kimberly Cutter
1157,Kimberly Derting
28460,Kimberly Drew
450,Kimberly Jackson
26218,Kimberly Joy Villanueva
14725,Kimberly Kaye Terry
15354,Kimberly Kirberger
12853,Kimberly Komatsu
2767,Kimberly Lang
12365,Kimberly Lauren
7498,Kimberly M. Denesse
4140,Kimberly MacNeill
19903,Kimberly McCreight
23522,Kimberly Newton Fusco
23602,Kimberly Nichols
4976,Kimberly Pauley
12430,Kimberly Rae Miller
6842,Kimberly Reed
8370,Kimberly Snyder
14830,Kimberly Watson-Hemphill
7523,Kimberly Weinberger
26730,Kimiko Kajikawa
28210,Kimmery Martin
13023,Kimmie Thomas
6381,Kimon Nicolaides
3097,Kindle Alexander
15496,King Deja
431,Kingsley Amis
6118,Kingsley Hart
15595,Kinky Friedman
1192,Kinley MacGregor
26123,Kinuko Y. Craft
7567,Kioskerman
645,Kir Bulychev
806,Kira Adams
8923,Kira Breed-Wrisley
28330,Kira Jane Buxton
24909,Kira Salak
9287,Kiran Bedi
24861,Kiran Millwood Hargrave
7182,Kiran Nagarkar
24910,Kirby Crow
13857,Kirby Heyborn
14782,Kirby Heyborne
4024,Kirby Larson
14485,Kirin Narayan
24160,Kirk Cameron
6346,Kirk Douglas
26414,Kirk Willis
20623,Kirkpatrick Hill
26131,Kirsi Kunnas
8571,Kirsten Bakis
20513,Kirsten Beyer
21103,Kirsten Boie
21104,Kirsten Bole
28475,Kirsten Fullmer
22522,Kirsten McBride
2903,Kirsten Menger-Anderson
14068,Kirsten Miller
17452,Kirsten Potter
17932,Kirsten Reed
12139,Kirsti Baggethun
395,Kirstin Cronn-Mills
3557,Kirsty Dallas
8217,Kirsty Logan
367,Kirsty Manning
7836,Kirsty McKay
813,Kirsty Moseley
9879,Kirsty Murray
20434,Kirt Graves
21551,Kisnaa
9956,Kit Berry
27228,Kit Frick
7760,Kit Pearson
25548,Kit Reed
25562,Kit Woolsey
6644,Kita
26737,Kitami Masao
14006,Kitty French
24151,Kitty Mrosovsky
18969,Kitty Neale
23275,Kitty Pouwels
3516,Kitty Sexton
16438,Kitty Thomas
5854,Kiyohiko Azuma
6171,Kiyomi Sakamoto
18882,Kiyotaka Haimura
10876,Kizzy Ysatis
11791,Kjartan Poskitt
11732,Kjell Westö
271,Kjetil Johnsen
13419,Klara Glowczewska
10027,Klaro Karmeo De Asis
21480,Klaudyna Maciąg
4203,Klaus Bliesener
3829,Klaus Janson
15216,Klaus Kordon
22044,Klaus Mann
15058,Klaus Rifbjerg
14623,Klaus Timmermann
14646,Klaus-Peter Wolf
20232,Kleber de Souza Andrade
4873,Klutz
2156,Knut Azimuth
14483,Knut Hamsun
14059,Knut Krüger
1975,Kobayashi Issa
27869,Kobe Bryant
24065,Kobie Krüger
14123,Kobina Amissah-Fynn
25299,Kody Keplinger
10264,Koen Setyawan
2419,Koen Vlaeminck
24308,Koethi Zan
24055,Kofi Annan
19886,Koge-Donbo*
25143,Kohji Kumeta
8543,Kohta Hirano
16368,Kolya S
12953,Konami Sonoda
621,Kono Tensei
4194,Korban Blake
18296,Koren Publishers Jerusalem
20508,Koren Zailckas
13536,Korkut Kayalıoğlu
6929,Kotanya Kimbrough
1190,Kou Matsuzuki
19847,Koushun Takami
13886,Kozue Amano
2272,Kozumi Shinozawa
3240,Kresley Cole
20878,Krickitt Carpenter
11816,Kris Buendia
6801,Kris D. Komarnitsky
25475,Kris Jenner
23578,Kris Kennedy
3964,Kris Neville
19812,Kris Pearson
2389,Kris Vallotton
28525,Kris Waldherr
4804,Kris Wilson
23027,Krisi Keley
6237,Krisna Adityawan
25141,Kriss Perras
17375,Krissy V.
18577,Krista Hoffman
16517,Krista McGee
22316,Krista Redmayne
3493,Krista Ritchie
27021,Krista Wagner
10812,Kristal McKerrington
6518,Kristan Higgins
18865,Kristan Lawson
5562,Kristen Ashley
17676,Kristen Britain
23225,Kristen Buckley
21466,Kristen Callihan
28303,Kristen Ciccarelli
28799,Kristen Gehrman
141,Kristen Heitzmann
11389,Kristen Iversen
10681,Kristen Jane Anderson
15676,Kristen Middleton
17401,Kristen Painter
5719,Kristen Proby
18392,Kristen Schaal
19793,Kristen Simmons
12687,Kristen Tracy
9584,Kristen Zimmer
9683,Kristene Perron
3916,Kristi Ann Hunter
5404,Kristi Cook
17502,Kristi Rose
17267,Kristian Kjul Pedersen
1470,Kristiana Gregory
17166,Kristie Cook
4510,Kristie McLellan Day
27524,Kristin  Kobes Du Mez
25208,Kristin Cashore
4226,Kristin Cast
27978,Kristin Cavallari
23784,Kristin Coley
4840,Kristin Elizabeth Clark
23188,Kristin Halbrook
7829,Kristin Hannah
4421,Kristin Harmel
17167,Kristin Hunter Lattany
18523,Kristin Kimball
28650,Kristin Lambert
13290,Kristin Levine
28194,Kristin Rockaway
2769,Kristin Walker
24576,Kristina Cordero
477,Kristina Douglas
28753,Kristina Forest
16876,Kristina Harris
28310,Kristina Hunter
20372,Kristina Lloyd
20385,Kristina McMorris
8885,Kristina Springer
7349,Kristina Tosic
11940,Kristine Barnett
10318,Kristofer Oliver
24528,Kristoff Harry
14784,Kristoffer Tabori
15262,Kristopher Cruz
28787,Kristy  Marie
9729,Kristy Cunning
27966,Kristy Dallas Alley
1327,Kristy Kiernan
12334,Kristy McCaffrey
19123,Kristy Nelwan
17,Kristy Quinn
7156,Kristy Tate
27946,Kristy Woodson Harvey
17158,Kritina Holden
26262,Krizzia Paolyn
3139,Krupa Chirravoori
10126,Krystal George
10125,Krystal McLaughlin
12923,Krystal Sutherland
23707,Krystyna Fitzgerald-Morris
21561,Krystyna Pomorska
4850,Krzysztof Andrzejczak
20804,Krzysztof Jackowski
20805,Krzysztof Janoszka
7700,Ksenija Pešić
9259,Kseniya Wolkowicz
20645,Kuki Gallmann
17111,Kumar Sivasubramanian
356,Kurt Aland
27214,Kurt Andersen
20,Kurt Busiek
19729,Kurt Cobain
15536,Kurt Held
6982,Kurt Hollander
28058,Kurt Kohlstedt
3839,Kurt Schaffenberger
16082,Kurt Timmermeister
25549,Kurt Tucholsky
618,Kurt Vonnegut
21627,Kurt W. Treptow
15112,Kurt Weill
8433,Kurt Wiese
18651,Kurtis J. Wiebe
4422,Kurtis Scaletta
20609,Kutlukhan Kutlu
12706,Kwame Alexander
28228,Kwame Mbalia
13151,Kwame Nkrumah
28758,Kwana Jackson
12207,Kyle Adams
19855,Kyle Freeman
26682,Kyle Hotz
15436,Kyle Idleman
23786,Kyle Macdonald
17576,Kyle Mills
15789,Kyle S. Johnson
9941,Kyle Shoop
3160,Kyle Stumpp
13018,Kyle Timmermeyer
21237,Kylie Brant
13887,Kylie Scott
20326,Kym Davis Boyles
7151,Kyoko M.
3664,Kyra Davis
6257,Kyra Lennon
18768,Kyung Hyun Kim
9972,Kyung-Sook Shin
15796,Kyōichi Katayama
7381,Kyōka Izumi
342,Kyōko Okazaki
3591,Kâmuran Şipal
2383,Käthe Mazur
8263,Kālidāsa
5953,Kōbō Abe
11356,Kōji Suzuki
905,L'Poni Baldwin
27250,L. Annette Binder
1491,L. Arthur
10015,L. Duarte
25144,L. Filloon
784,L. Frank Baum
11617,L. Jagi Lamplighter
24436,L. Jayne
6052,L. Lee Lowe
25777,L. Marie Williams
10918,L. Michael Gipson
9864,L. Neil Smith
19985,L. Pereira Gil
283,L. Ron Hubbard
10019,L. Sprague de Camp
8593,L. Sterling Requate
19026,L. Whitlow
2656,L. Wilder
23034,L. a. LaChapelle
1023,L.A.  Cotton
3433,L.A. Banks
26978,L.A. Bressett
5422,L.A. Casey
21309,L.A. Gilbert
11320,L.A. Jones
23660,L.A. Kelly
6022,L.A. Lachapelle
8216,L.A. Meyer
22374,L.A. Mistral
15573,L.A. Sherman
19296,L.A. Weatherly
3068,L.A. Witt
14111,L.B. Simmons
23426,L.C. Wright
23987,L.D. Davis
14528,L.D. Hutchinson
8142,L.E.  Parker
3193,L.E. Modesitt Jr.
14888,L.E. Parker
1783,L.E. Parr
26686,L.F. Rushbrook Williams
28570,L.G. Davis
9750,L.H. Cosway
10330,L.J. Adlington
14164,L.J. Berger
26307,L.J. Maas
20631,L.J. McDonald
27199,L.J. Ross
26195,L.J. Sellers
939,L.J. Shen
5823,L.J. Smith
16125,L.K. Conrad
16584,L.K. Gardner-Griffie
5364,L.L. Bartlett
4260,L.L. Hansen
27851,L.L. McKinney
2128,L.L. Raand
5980,L.M. Augustine
5873,L.M. Boston
18991,L.M. Hughes
9297,L.M. Krier
20410,L.M. McCleary
582,L.M. Montgomery
21451,L.M. Trio
15110,L.P. Hartley
1232,L.P. Maxa
8046,L.P. Swalheim
17856,L.R.Lee
28561,L.R.W. Lee
14222,L.S. Broomfield
14174,L.S. Murphy
14379,L.T. Bentley
26843,L.T. Ryan
13572,L.T. Suzuki
15934,L.V. George
14431,LARA PATRICIA
14847,LIFE Magazine
6679,La Jill Hunt
21897,La Jill Hunter
10909,La Marr Jurelle Bruce
21605,La Tanyha Boyd
1256,La Tisha Honor
24998,LaQuisha Hall
3284,LaVyrle Spencer
2138,Lacey Sturm
10186,Lacey Weatherford
27226,Lacy Crawford
4173,Ladislav Fuks
6978,Lady Diana
18057,Laekan Zea Kemp
6103,Lael Littke
3863,Laetitia Clapton
18430,Lafcadio Hearn
8618,Laia  Soler
16838,Laia Fàbregas
6233,Laila Achmad
2334,Laila Ibrahim
14121,Laila Lalami
15898,Lainey Reese
5430,Laini Taylor
7300,Lajos Zilahy
15875,Laken Cane
970,Lalit Kumar Singh
9472,Lalla Ward
16027,Lama Surya Das
5391,Lama Thubten Yeshe
27767,Lamar Giles
5796,Lamar Underwood
22964,Lambert Davis
19024,Lan Fang
3736,Lan Medina
435,Lan Samantha Chang
28027,Lana Del Rey
27842,Lana Popović
19873,Lana Quintal
24242,Lance   Rubin
22942,Lance Armstrong
26291,Lance B. Kurke
20290,Lance Fortnow
15565,Lance Parkin
27568,Lancelot Schaubert
6917,Landis Y. Lain
18435,Landon Parham
25978,Lane Dunlop
14185,Lane Robins
12493,Lane Smith
23785,Lane T. Dennis
586,Lane Whitt
15943,Lane von Herzen
11086,Lanette Curington
5780,Laney Cairo
11101,Laney McMann
25300,Lang Lang
14410,Lang Leav
19562,Langdon Foss
292,Langdon Hammer
16813,Langston Hughes
12795,Lani Diane Rich
27137,Lani Forbes
27336,Lani Lynn Vale
7855,Lani Woodland
961,Lanny Donoho
4883,Lant Pritchett
18529,Lao She
7344,Lao Tzu
20207,Lara  Johnson
28690,Lara  Parker
2519,Lara Adrian
20040,Lara Agnelli
24566,Lara Atwood
15285,Lara Avery
18261,Lara Chapman
11942,Lara Deloza
230,Lara Foot-Newton
20269,Lara Love Hardin
14952,Lara Morgan
27372,Lara Prescott
23129,Lara Smirnov
28706,Lara Vergnaud
4423,Lara Zeises
19687,Lara Zielin
28606,Larissa Helena
4114,Larissa Ione
2131,Larissa Volokhonsky
17887,Lark Pien
10246,Larkin Reed
25969,Larry  Mitchell
15503,Larry Alexander
4604,Larry Baker
18172,Larry Bird
11974,Larry Bond
10871,Larry Brooks
2376,Larry Brown
378,Larry Collins
23645,Larry Colton
11135,Larry Conde
4348,Larry Correia
16406,Larry Crabb
12180,Larry D. Benson
2365,Larry Dixon
10467,Larry Doyle
3959,Larry Eisenberg
1945,Larry Gonick
18230,Larry Hama
13621,Larry Heinemann
3686,Larry Huntsperger
16237,Larry Kart
25895,Larry King
1634,Larry Mahlstedt
1593,Larry McMurtry
636,Larry Niven
17731,Larry Sloman
3788,Larry Smith
20852,Larry Watson
18869,Larry Wayne Harris
6922,Larry Wilson
8734,Lars Fr. H. Svendsen
843,Lars Kepler
26752,Lars Mæhle
5451,Lars Norén
22960,Lars Pearson
7258,Lars Saabye Christensen
8548,Laryssa Wirstiuk
19140,Larzer Ziff
2222,Lashonda Devaughn
3149,Laura       Martin
23732,Laura     Miller
23926,Laura    Lee
20594,Laura   Martin
19863,Laura  Howard
20832,Laura  Marshall
28601,Laura  Silverman
844,Laura A. Wideburg
13765,Laura Amy Schlitz
1986,Laura Andresco
425,Laura Anne Gilman
286,Laura Bailey
13186,Laura Bates
22881,Laura Benedict
4177,Laura Bickle
8526,Laura Bohannan
13005,Laura Buller
20836,Laura Bush
14330,Laura Buzo
24338,Laura Celani
8372,Laura Creedle
1133,Laura Dave
27125,Laura Devine
25149,Laura Di Berardino
26941,Laura DiSilverio
26747,Laura Djupvik
8490,Laura Duffy
13515,Laura Ellen Anderson
7772,Laura Esquivel
9818,Laura Frantz
4922,Laura Frausin Guarino
12481,Laura Gallego García
26773,Laura Geringer Bass
6124,Laura Giebfried
6068,Laura Godwin
9565,Laura Griffin
15355,Laura Hammond Hough
28071,Laura Hankin
24257,Laura Hayden
15225,Laura Healy
6887,Laura Hillenbrand
3625,Laura Hinkle
4320,Laura Ingalls Wilder
2707,Laura J. Burns
10168,Laura J. Williams
5732,Laura Jane Hermanson
28448,Laura Jane Williams
14590,Laura Jarratt
254,Laura Joffe Numeroff
22303,Laura K. Cowan
901,Laura Kalpakian
12407,Laura Kamoie
402,Laura Kasischke
3327,Laura Kaye
8026,Laura Kinsale
8917,Laura Kreitzer
7505,Laura L. Sullivan
27280,Laura Lam
11387,Laura Lane McNeal
10388,Laura Lascarso
18682,Laura Lee Guhrke
4564,Laura Lee Gulledge
13841,Laura Leone
11248,Laura Levine
17727,Laura Lippman
17526,Laura Lond
23571,Laura London
8205,Laura M. Brotherson
10205,Laura Madeleine
15356,Laura Martín de Dios
28481,Laura Martínez-Belli
23548,Laura María Agustín
10900,Laura McNeill
19224,Laura Michelle Thomas
3691,Laura Moore
28476,Laura Morelli
8327,Laura Moriarty
668,Laura Park
28760,Laura Pohl
13724,Laura Reese
13925,Laura Resau
17439,Laura Resnick
4007,Laura Restrepo
13725,Laura Riley
17834,Laura Rins Calahorra
3215,Laura Ruby
5565,Laura Sanz
10704,Laura Schlessinger
16169,Laura Schroff
27590,Laura Sebastian
5174,Laura Serio
22923,Laura Serra
23179,Laura Shaine Cunningham
28462,Laura Sims
514,Laura Sobiech
19533,Laura Solimene
21333,Laura Sue Gardner
28491,Laura Taylor Namey
5764,Laura Thalassa
16743,Laura Vidal
8413,Laura Watkinson
10473,Laura Weakley
10515,Laura Wettersten
28299,Laura Whateley
13013,Laura Whitcomb
7685,Laura Wiess
26811,Laura Wright
28354,Laura Zigman
17371,Laura Zuccotti
1123,Laurann Dohner
5376,Laurel Bradley
5412,Laurel King
22025,Laurel Long
11922,Laurel McHargue
14730,Laurel Snyder
12055,Laurelin Paige
1481,Laurell K. Hamilton
23391,Lauren   James
28516,Lauren   Martin
27333,Lauren   Smith
19089,Lauren  Jackson
27119,Lauren Acampora
27278,Lauren Akins
8122,Lauren Algeo
24850,Lauren Banks
7578,Lauren Baratz-Logsted
14886,Lauren Barnholdt
2541,Lauren Beukes
572,Lauren Blakely
15713,Lauren Brooke
15402,Lauren Burd
12881,Lauren Burke
562,Lauren Child
10899,Lauren Clark
7750,Lauren Conrad
2027,Lauren Dane
8733,Lauren Dawes
22204,Lauren DeStefano
12078,Lauren Evers
27800,Lauren Ezzo
25612,Lauren F. Winner
19703,Lauren Fortgang
21611,Lauren Graham
14425,Lauren Greene
19978,Lauren Greenfield
9857,Lauren Groff
26497,Lauren Hammond
5638,Lauren Hawkeye
27516,Lauren Ho
12825,Lauren Jackson
27761,Lauren K. Denton
4424,Lauren Kate
27824,Lauren Landish
1139,Lauren Layne
14921,Lauren Leto
18347,Lauren Magaziner
14172,Lauren Marrero
11428,Lauren Myracle
18539,Lauren Nicolle Taylor
945,Lauren Oliver
18570,Lauren Redniss
27213,Lauren Rowe
2505,Lauren Royal
9945,Lauren Scruggs
25728,Lauren Shiro
4118,Lauren Slater
3905,Lauren St. John
24536,Lauren Stewart
3622,Lauren Stokes
9952,Lauren Weisberger
27161,Lauren Willig
27641,Lauren Wolk
4210,Laurence Bergreen
4217,Laurence Gonzales
489,Laurence Housman
19844,Laurence Khantipālo Mills
23175,Laurence Klavan
13952,Laurence Martin
996,Laurence O'Bryan
6603,Laurence Rees
16938,Laurence St. John
5220,Laurence Sterne
8371,Laurence Yep
22439,Laurens van der Post
22453,Laurent Binet
26084,Laurent Gaudé
24081,Laurent Gounelle
17079,Laurentino Gomes
23964,Laurenţiu Dulman
15361,Laurențiu M. Badea
11456,Lauri Lebo
19841,Laurie Colwin
27889,Laurie Elizabeth Flynn
24940,Laurie Elmquist
4435,Laurie Faria Stolarz
28124,Laurie Forest
23997,Laurie Garrett
22882,Laurie Graham
14670,Laurie Grove
2906,Laurie Halse Anderson
17768,Laurie Hernandez
25989,Laurie J. Marks
10187,Laurie J. Mullins
8604,Laurie Lee
16643,Laurie Lico Albanese
22968,Laurie McLean
27231,Laurie Morrison
2525,Laurie Myers
6054,Laurie Notaro
6500,Laurie Olerich
4742,Laurie Penny
2180,Laurie R. King
23408,Laurie Thompson
5828,Laurie Treacy
13223,Laurie Viera Rigler
12054,Laurie Wagner
26031,Laurie Webb
13792,Laurinda Lawrence
5183,Laury Falter
17417,Lavanya Sankaran
13318,Lavender Laine
1183,Lavinia Petti
20569,Lavonne Neff
7128,Lawana Blackwell
21963,Lawrence Anthony
15648,Lawrence Beesley
149,Lawrence Block
1874,Lawrence Durrell
1356,Lawrence Ferlinghetti
15529,Lawrence Hill
8214,Lawrence Hole
8416,Lawrence James
16754,Lawrence Kershaw
9422,Lawrence Lessig
3925,Lawrence M. Krauss
18235,Lawrence Miles
5552,Lawrence O. Richards
12806,Lawrence Osborne
16241,Lawrence S. Ritter
1069,Lawrence Schimel
22209,Lawrence Sutin
3900,Lawrence Venuti
804,Lawrence Watt-Evans
27244,Lawrence Wright
13474,Layla AlJailani
28410,Layla F. Saad
6383,Layla Fiske
26229,Layla Frost
28776,Layne Fargo
8043,Layne Harper
7108,Lazar Janic
8576,Le Ly Hayslip
2817,Le'Vonne
7143,Le-an Lai Lacaba
9892,LeAnn Mason
2085,LeAnn Thieman
6084,LeUyen Pham
23951,LeVar Burton
14071,Lea Doué
20105,Lea Michele
27279,Leah  Johnson
23412,Leah Bendavid-Val
10350,Leah Bobet
2690,Leah Brooke
13255,Leah Clifford
11520,Leah Cypess
17372,Leah D. Janeczko
10284,Leah Fleming
14487,Leah Janeczko
23153,Leah Lakshmi Piepzna-Samarasinha
27029,Leah Moore
11061,Leah Price
8152,Leah Rae Miller
14456,Leah Raeder
21244,Leah Rooper
11843,Leah Rose
7024,Leah Stewart
5537,Leah Thomas
1370,Leah Vincent
17837,Leanda de Lisle
7037,Leandro Calderone
20820,Leanna Myrick
4990,Leanne Banks
8309,Leanne C. Harper
10234,Leanne M. Olds
11784,Leanne Sicrea
16440,Lech Jęczmyk
16612,Lee   Davidson
27833,Lee   Smith
4103,Lee  Carroll
25052,Lee  Winter
9654,Lee Bermejo
11001,Lee Carroll
44,Lee Child
27635,Lee Conell
14038,Lee DeBourg
13423,Lee Edelman
19652,Lee Edward Födi
20247,Lee Elias
12833,Lee Fukui
14509,Lee G. Bolman
18887,Lee Gibbons
24498,Lee Gimenez
9576,Lee Goldberg
16329,Lee H. Hamilton
7801,Lee Henderson
20673,Lee Hoffman
16567,Lee Horsley
9598,Lee Iacocca
5838,Lee James
15489,Lee Kingman
25404,Lee Liberman
22119,Lee Loughridge
21639,Lee Matthew Goldberg
9311,Lee McCormack
17781,Lee McGiffin
3173,Lee Monroe
24426,Lee Nelson
13316,Lee Roland
11660,Lee Smith
12111,Lee Smolin
15411,Lee Strauss
23361,Lee Strobel
20659,Lee Sullivan
13579,Lee Thomas
25197,Lee Tobin McClain
22259,Lee Weathersby
25869,Lee Weeks
17944,Leela Majumdar
12394,Leena Krohn
17419,Leena Parkkinen
28114,Leesa Cross-Smith
12826,Leesia Champion
17342,Legs McNeil
22480,Leia Stone
20807,Leif Panduro
150,Leigh Bardugo
25465,Leigh Beisch
7936,Leigh Byrne
17790,Leigh Dragoon
23465,Leigh Eddings
11341,Leigh Fallon
21366,Leigh Hafrey
11467,Leigh Nichols
22529,Leigh Redhead
11386,Leigh Richards
28240,Leigh Stein
21183,Leila Berg
24209,Leila Howland
21205,Leila Rasheed
5734,Leila S. Chudori
3919,Leila Sales
10155,Leila Summers
15116,Leila Vennewitz
1409,Leilani Bennett
6254,Leinil Francis Yu
8387,Leisa Rayven
